"회사명","산업단지명","대표업종","생산품","원자재","groups","공장규모","공장규모가중치","종업원수","도로명주소","지번주소","위도","경도","소분류","소분류항목명","중분류","중분류항목명","세탁소와거리","수주업체명","공장별세탁량"
"동서정밀공업사",NA,30399,"자동차부품","철재","GSN","소기업",3,25,"경상남도 김해시 김해대로2635번길 11-4 (안동)","경상남도 김해시 안동 259-13",36.0871062497,128.371660426,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",105331.574393782,NA,0
"동서정밀공업사",NA,29229,"공작기계",NA,"GSN","소기업",3,6,"경상남도 김해시 김해대로2553번길 50 (어방동)","경상남도 김해시 어방동 1064-4",37.015738214,129.3979261051,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",206163.669765596,NA,0
"동서테크",NA,29223,"프레스가공,자동화설비가공,산업기계가공",NA,"GSN","소기업",3,2,"경상남도 김해시 주촌면 서부로1499번길 22-10","경상남도 김해시 주촌면 내삼리 702-4",37.015738214,129.3979261051,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",206163.669765596,NA,0
"동성",NA,30399,"자동차부품","자동차부품","GSN","소기업",3,5,"경상남도 김해시 진영읍 서부로378번길 7","경상남도 김해시 진영읍 의전리 175-3",35.9361071792,128.823381938,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",79973.5489420311,NA,0
"동성공업사",NA,30399,"이륜자동차부품","철판","GSN","소기업",3,11,"경상남도 김해시 안동 2B-27L","경상남도 김해시 안동 2B-27L",35.8730999494,129.107106683,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",77119.1185232922,NA,0
"동성기계",NA,29199,"스크류블라켓",NA,"GSN","소기업",3,4,"경상남도 김해시 장유로373번길 67-32 (신문동)","경상남도 김해시 신문동 337-2",35.9307384488,128.9781057196,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",80468.5050047442,NA,0
"동성로재공업(주)","김해테크노밸리일반산업단지",23212,"부정형 내화물","부정형 내화물 원료","GSN","소기업",3,20,"경상남도 김해시 진례면 테크노밸리1로 104","경상남도 김해시 진례면 고모리 1583-2",36.3603396582,129.3770822654,232,"내화, 비내화 요업제품 제조업",23,"비금속 광물제품 제조업",136258.814520014,NA,0
"동성로재공업(주)",NA,23211,"내화물","점토","GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로1538번길 57-29","경상남도 김해시 한림면 신천리 432-7",35.7163429279,128.4159491474,232,"내화, 비내화 요업제품 제조업",23,"비금속 광물제품 제조업",67209.1487572953,NA,0
"동성사",NA,28422,"조명장치제조업","철판","GSN","소기업",3,1,"경상남도 김해시 김해대로2662번길 35 (지내동)","경상남도 김해시 지내동 194-3",35.8599713801,128.8056944893,284,"전구 및 조명장치 제조업",28,"전기장비 제조업",71562.0817817481,NA,0
"동성산업",NA,25999,"철사다리","철판,앵글.파이프","GSN","소기업",3,2,"경상남도 김해시 진례면 고모로 285","경상남도 김해시 진례면 송현리 1324-1",35.8520496237,128.8052791545,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",70684.9081268883,NA,0
"동성수지",NA,38321,"재생분쇄","고무","GSN","소기업",3,8,"경상남도 김해시 한림면 김해대로 1558-50","경상남도 김해시 한림면 신천리 309-4",36.0086879609,128.4327981678,383,"해체, 선별 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업",95170.2188111297,NA,0
"동성시스템",NA,29133,"약품투입기","철판","GSN","소기업",3,6,"경상남도 김해시 상동면 상동로685번길 127, 외1","경상남도 김해시 상동면 대감리 252-6",36.103500564,128.3765026889,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",106832.695256921,NA,0
"동성시스템","김해하계농공단지",29133,"탭,밸브외",NA,"GSN","소기업",3,7,"경상남도 김해시 진영읍 하계로240번길 103","경상남도 김해시 진영읍 하계리 753-6",35.9304628527,128.9780156475,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",80437.003156075,NA,0
"동성식품",NA,10713,"강냉이,쌀튀밥,쌀강정","쌀","GSN","소기업",3,4,"경상남도 김해시 진례면 고모리 34","경상남도 김해시 진례면 고모리 34",35.9413494082,128.821816305,107,"기타 식품 제조업",10,"식료품 제조업",80556.7162316352,NA,0
"동성유화",NA,20421,"계면활성제","미네랄,지방산","GSN","소기업",3,4,"경상남도 김해시 생림면 마사로 12-40","경상남도 김해시 생림면 생철리 227-12",35.9880469508,129.0221180745,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",87443.2141508876,NA,0
"동성정밀",NA,29133,"프랜지","금속","GSN","소기업",3,6,"경상남도 김해시 진영읍 진산대로201번길 46-41","경상남도 김해시 진영읍 진영리 991",35.6811225593,129.3461355783,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",69625.9679913973,NA,0
"동성하이테크",NA,29229,"선박부품","철재","GSN","소기업",3,6,"경상남도 김해시 한림면 한림로46번길 58","경상남도 김해시 한림면 명동리 528",36.1436329042,129.3467654853,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",113040.858805237,NA,0
"동성화학",NA,22212,"쓰레기봉투","플라스틱","GSN","소기업",3,14,"경상남도 김해시 김해대로2611번길 33 (안동)","경상남도 김해시 안동 423-3",36.1436329042,129.3467654853,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",113040.858805237,NA,0
"동성화학",NA,22212,"쇼핑백,필름시트","폴리에틸렌.PE","GSN","소기업",3,7,"경상남도 김해시 분성로627번길 41-31 (삼방동)","경상남도 김해시 삼방동 102-1",35.9404903737,128.412526212,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",88994.3823389197,NA,0
"동신",NA,22299,"플라스틱성형품","플라스틱","GSN","소기업",3,23,"경상남도 김해시 장유로373번길 64 (신문동)","경상남도 김해시 신문동 441-6",36.1125755326,128.3915495402,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",107247.1117952,NA,0
"동신산업(주)",NA,29241,"크라샤 및 건설폐기물 재생설비",NA,"GSN","소기업",3,7,"경상남도 김해시 한림면 가산로 96","경상남도 김해시 한림면 가산리 412",36.0232283145,128.3773023379,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",98655.1833797522,NA,0
"동신엔티",NA,30399,"자동차부품","철판","GSN","소기업",3,43,"경상남도 김해시 진례면 고모로 631","경상남도 김해시 진례면 고모리 182",36.0916295172,128.3876413561,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",105230.14670225,NA,0
"동신중공업사",NA,25923,"선박부품 및 도장피막처리",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로916번길 72-1","경상남도 김해시 한림면 병동리 1038",35.8392468892,128.7851468397,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",69353.5651757268,NA,0
"동신켐텍",NA,22212,"필름코팅",NA,"GSN","소기업",3,4,"경상남도 김해시 한림면 김해대로1031번안길 52","경상남도 김해시 한림면 퇴래리 144",35.8726531556,128.8330157703,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",72928.929940118,NA,0
"동아개발",NA,23324,"콘크리트벽돌",NA,"GSN","소기업",3,4,"경상남도 김해시 상동면 묵방로 103","경상남도 김해시 상동면 우계리 85-10",35.7412824217,129.2972069091,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",72014.4635116029,NA,0
"동아개발",NA,23324,"벽돌,블럭",NA,"GSN","소기업",3,10,"경상남도 김해시 상동면 묵방로 96","경상남도 김해시 상동면 우계리 97",35.9769029533,129.3795667572,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",97980.3703250112,NA,0
"동아리프렉",NA,23211,"플라스틱제품",NA,"GSN","소기업",3,7,"경상남도 김해시 상동면 동북로437번길 135-42","경상남도 김해시 상동면 매리 607-50",35.9827610165,129.3670396706,232,"내화, 비내화 요업제품 제조업",23,"비금속 광물제품 제조업",97974.0631853488,NA,0
"동아메카텍","김해테크노밸리일반산업단지",29223,"공작기계 및 부품","자재","GSN","소기업",3,0,"경상남도 김해시 진례면 테크노밸리1로 191","경상남도 김해시 진례면 고모리 1569-1",36.2903367202,128.7046825325,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",119831.352718391,NA,0
"동아물류시스템(주)",NA,25113,"적치대","철판","GSN","소기업",3,8,"경상남도 김해시 한림면 안하리 1309","경상남도 김해시 한림면 안하리 1309",35.7874831533,128.3922732698,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",74983.0994451376,NA,0
"동아산기",NA,29199,"칩콘베어","철판,앵글","GSN","소기업",3,15,"경상남도 김해시 주촌면 서부로1637번길 187","경상남도 김해시 주촌면 원지리 1088",36.0548284693,128.8775459086,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",93233.3523965213,NA,0
"동아산업",NA,23324,"타일외",NA,"GSN","소기업",3,10,"경상남도 김해시 상동면 묵방로 95-1","경상남도 김해시 상동면 우계리 85-1",36.5654339155,128.1946576707,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",160478.861543113,NA,0
"동아산업기계",NA,29299,"구조물","철재","GSN","소기업",3,4,"경상남도 김해시 김해대로2636번길 25-44 (안동)","경상남도 김해시 안동 541-10",35.6662705182,129.3253331073,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",67140.6452486745,NA,0
"동아씨앤티",NA,25914,"프레스성형 전자기계부품류,구조용금속판제품제조",NA,"GSN","소기업",3,12,"경상남도 김해시 진영읍 본산로 262","경상남도 김해시 진영읍 본산리 307-2",36.1480928762,128.5114284556,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",107487.278505094,NA,0
"동아알엠디",NA,16229,"몰딩",NA,"GSN","소기업",3,12,"경상남도 김해시 상동면 동북로437번길 21","경상남도 김해시 상동면 매리 121-5",35.7898578451,128.828079682,162,"나무제품 제조업",16,"목재 및 나무제품 제조업; 가구 제외",63743.3495726771,NA,0
"동아오토테크","김해테크노밸리일반산업단지",30391,"트랜스밋션 각종 기어류",".","GSN","소기업",3,5,"경상남도 김해시 진례면 테크노밸리로 151-9","경상남도 김해시 진례면 고모리 1519-1",35.9560312442,128.4088937847,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",90693.5304202481,NA,0
"동아포장물류","김해테크노밸리일반산업단지",30399,"자동차 부품","자동차 부품","GSN","소기업",3,7,"경상남도 김해시 진례면 테크노밸리길 213","경상남도 김해시 진례면 담안리 1527-5",36.1205781307,128.1762751414,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",116680.443613268,NA,0
"동아프라스틱",NA,22241,"전자제품,자동차부품","철판,철재","GSN","소기업",3,7,"경상남도 김해시 안동 5B-18L","경상남도 김해시 안동 5B-18L",35.9213256724,129.0094111409,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",79960.156873899,NA,0
"동아플라스틱",NA,30399,"자동차부품","철판","GSN","소기업",3,10,"경상남도 김해시 한림면 고모로 760-14","경상남도 김해시 한림면 병동리 1099-1",35.8733641459,129.0872434834,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",76583.7754732242,NA,0
"동아화성(주)",NA,22191,"자동차고무제품","생고무 및 합성고무","GSN","중기업",2,174,"경상남도 김해시 유하로 154-9 (유하동)","경상남도 김해시 유하동 334-1",35.6377102617,128.6035662413,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",51253.8060606499,NA,0
"동아화성(주)",NA,22191,"고무제품","고무","GSN","소기업",3,45,"경상남도 김해시 진례면 고모로364번길 8","경상남도 김해시 진례면 담안리 589",35.8304916312,128.7521801314,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",68635.4434797993,NA,0
"동양E.N.G","김해테크노밸리일반산업단지",29199,"조선기자재 등",NA,"GSN","소기업",3,2,"경상남도 김해시 진례면 테크노밸리로 77-48","경상남도 김해시 진례면 고모리 1569-13",36.1172477969,128.3829699958,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",108018.157160186,NA,0
"동양금속",NA,26529,"방송기기","SVS304,SVS305","GSN","소기업",3,9,"경상남도 김해시 주촌면 망덕리 746-7","경상남도 김해시 주촌면 망덕리 746-7",35.9788708304,129.3719300972,265,"영상 및 음향 기기 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97820.5806206261,NA,0
"동양목초",NA,20312,"비료","찹나무칩","GSN","소기업",3,3,"경상남도 김해시 생림면 안양로 295","경상남도 김해시 생림면 안양리 717-2",35.9388879313,128.8243985394,203,"비료, 농약 및 살균ㆍ살충제 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",80281.2173950096,NA,0
"동양식품",NA,10743,"곡류가공(고추), 참기름, 장류",NA,"GSN","소기업",3,4,"경상남도 김해시 한림면 장방로 250","경상남도 김해시 한림면 장방리 799-1",36.1126546151,128.3776760672,107,"기타 식품 제조업",10,"식료품 제조업",107728.80184129,NA,0
"동양에스엔티","김해나전농공단지",30399,"자동차부품",NA,"GSN","소기업",3,36,"경상남도 김해시 생림면 나전로161번길 69 (동양에스엔터)","경상남도 김해시 생림면 나전리 679",36.2154449404,128.3250938559,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",120076.940047961,NA,0
"동양종합콘크리트",NA,23329,"콘크리트제품",NA,"GSN","소기업",3,5,"경상남도 김해시 상동면 상동로197번길 2-15","경상남도 김해시 상동면 우계리 1055-1",36.1144064543,128.4151171921,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",106661.570806098,NA,0
"동양특수라바",NA,30399,"선박,자동차,고무부품","원료고무,고무약품,CMB","GSN","소기업",3,19,"경상남도 김해시 김해대로 1912 (구산동)","경상남도 김해시 구산동 1038-2",36.1013972909,128.3859848275,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",106288.346215788,NA,0
"동양화학",NA,13999,"섬유가공","pet 코팅","GSN","소기업",3,3,"경상남도 김해시 진영읍 본산2로 37-3","경상남도 김해시 진영읍 본산리 318-7",36.0912215235,128.3785903332,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",105504.735680011,NA,0
"동양화학",NA,22212,"농업용비닐",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로1271번길 34","경상남도 김해시 한림면 명동리 674",36.0960459131,128.3748923356,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",106127.745848536,NA,0
"동연스틸(주)",NA,24132,"강관",NA,"GSN","소기업",3,6,"경상남도 김해시 생림면 생림대로713번길 61","경상남도 김해시 생림면 봉림리 352-4",36.0899040875,128.3880009435,241,"1차 철강 제조업",24,"1차 금속 제조업",105040.973825438,NA,0
"동영수지(공)",NA,22299,"피브시호스",NA,"GSN","소기업",3,9,"경상남도 김해시 진영읍 김해대로 118-20","경상남도 김해시 진영읍 좌곤리 109-2",35.9865164292,129.3341875943,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",96903.3091933796,NA,0
"동영수지공업사",NA,22211,"플라스틱파이프",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로1031번길 47","경상남도 김해시 한림면 퇴래리 1086-11",35.9144927547,128.8910816303,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",77754.857466671,NA,0
"동영오에이퍼니처(주)",NA,32021,"목재가구,주방가구","씽크대","GSN","소기업",3,20,"경상남도 김해시 한림면 김해대로 1380-27","경상남도 김해시 한림면 신천리 716-2",35.9309243403,128.4219041575,320,"가구 제조업",32,"가구 제조업",87672.994795109,NA,0
"동영오에이퍼니처(주)",NA,32029,"사무용가구","합판","GSN","소기업",3,20,"경상남도 김해시 한림면 김해대로 1380-19","경상남도 김해시 한림면 신천리 717-13",36.9156581844,128.8522496054,320,"가구 제조업",32,"가구 제조업",188675.996236571,NA,0
"동영전자","김해테크노밸리일반산업단지",26299,"전자부품, LED 등기구, 차단기,가정용스위치","전자부품, 저항, 캐패시터, 반도체","GSN","소기업",3,9,"경상남도 김해시 진례면 테크노밸리길 187-43","경상남도 김해시 진례면 고모리 1581-3",36.2908429971,128.5696065396,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",121671.385729199,NA,0
"동영전자",NA,26111,"CONTROL PCB","MICOM IC","GSN","소기업",3,25,"경상남도 김해시 어방동 0","경상남도 김해시 어방동 0",35.9053209693,128.9554792314,261,"반도체 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77365.4398848239,NA,0
"동영테크(주)",NA,38321,"탄성포장용고무","합성고무","GSN","소기업",3,12,"경상남도 김해시 생림면 생림대로928번길 95","경상남도 김해시 생림면 봉림리 90-7",35.8682993129,128.8532640509,383,"해체, 선별 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업",72471.0286505077,NA,0
"동영테크(주) 제2공장",NA,22192,"리바시트","고무, 카본","GSN","소기업",3,5,"경상남도 김해시 생림면 생림대로928번길 73","경상남도 김해시 생림면 봉림리 91-8",36.0059043135,128.4311613796,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",94941.5107908888,NA,0
"동오기공",NA,29242,"산업기계","철제","GSN","소기업",3,2,"경상남도 김해시 한림면 고모로 782-19","경상남도 김해시 한림면 병동리 991-4",36.0161111238,129.2825906411,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",97769.4277246259,NA,0
"동오하이테크",NA,25924,"임기공","철","GSN","소기업",3,1,"경상남도 김해시 한림면 안곡로492번길 23-21","경상남도 김해시 한림면 안곡리 64-8",35.9110689538,128.8020451077,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",77239.7192758466,NA,0
"동오하이테크(주)",NA,29150,"산업용,건조로","SQPIPE,STEEL,SUS","GSN","소기업",3,12,"경상남도 김해시 지내동 5B-25L","경상남도 김해시 지내동 5B-25L",35.8558535582,128.7957468144,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",71141.6313191905,NA,0
"동우실업",NA,13229,"보루","재활용섬유","GSN","소기업",3,2,"경상남도 김해시 상동면 상동로685번안길 1","경상남도 김해시 상동면 대감리 165-5",35.6721796884,129.3223263349,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",67449.0955969031,NA,0
"동우엠텍",NA,29294,"금형외",NA,"GSN","소기업",3,8,"경상남도 김해시 진영읍 한림로 1205-13","경상남도 김해시 진영읍 본산리 1180-1",36.2088731134,128.5576583968,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",112999.936461193,NA,0
"동우철강(주)김해공장",NA,30399,"자동차부품","강관","GSN","소기업",3,9,"경상남도 김해시 주촌면 서부로1403번길 23-24","경상남도 김해시 주촌면 내삼리 1316",35.7411689959,129.3247459078,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",73497.0203711688,NA,0
"동우테크(주)",NA,25913,"냉장고부품","철판","GSN","중기업",2,52,"경상남도 김해시 진영읍 본산로 49-42","경상남도 김해시 진영읍 진영리 29",36.0934762091,128.3772160743,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",105783.401177521,NA,0
"동우하이텍(주)","김해테크노밸리일반산업단지",26299,"reinforce",NA,"GSN","소기업",3,21,"경상남도 김해시 진례면 테크노밸리1로93번길 42-33","경상남도 김해시 진례면 고모리 1570-3",35.9950495047,129.373762217,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",99458.6428213817,NA,0
"동웅금속",NA,29294,"금형, 냄비뚜껑","금형","GSN","소기업",3,2,"경상남도 김해시 상동면 상동로 359","경상남도 김해시 상동면 우계리 247",35.9594734951,129.3687634672,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",95819.7433097295,NA,0
"동원공업",NA,25924,"기계부품임가공",NA,"GSN","소기업",3,7,"경상남도 김해시 삼안로44번길 15 (지내동)","경상남도 김해시 지내동 268-16",35.9579204381,129.3734492271,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",95888.1028581566,NA,0
"동원기업사",NA,14419,"장갑","실","GSN","소기업",3,5,"경상남도 김해시 김해대로2715번길 71 (지내동)","경상남도 김해시 지내동 274-6",35.9753586619,129.3853847423,144,"의복 액세서리 제조업",14,"의복, 의복 액세서리 및 모피제품 제조업",98101.2543066591,NA,0
"동원사",NA,20202,"접착제","아크릴","GSN","소기업",3,7,"경상남도 김해시 주촌면 서부로1638번길 92-21","경상남도 김해시 주촌면 천곡리 1020",35.9565953738,129.3904573571,202,"합성고무 및 플라스틱 물질 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",96560.7253624146,NA,0
"동원식품",NA,10713,"참깨,들깨 감정","참깨,들깨,땅콩,물엿,마카로니소맥","GSN","소기업",3,4,"경상남도 김해시 상동면 상동로543번안길 7-3","경상남도 김해시 상동면 대감리 918-1",35.9886056636,129.3852681643,107,"기타 식품 제조업",10,"식료품 제조업",99360.119455116,NA,0
"동원크릴(주)","김해덕암일반산업단지",10219,"낚시용크릴새우",NA,"GSN","소기업",3,10,"경상남도 김해시 주촌면 서부로1637번길 323","경상남도 김해시 주촌면 덕암리 820-1",36.1121749139,128.3742422444,102,"수산물 가공 및 저장 처리업",10,"식료품 제조업",107798.861244093,NA,0
"동은",NA,22241,"플라스틱제품","합성수지","GSN","소기업",3,10,"경상남도 김해시 상동면 상동로 156-18","경상남도 김해시 상동면 우계리 1121",35.9023234796,128.3812088707,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",86494.4526584087,NA,0
"동은금속",NA,29133,"관이음쇠,밸브외",NA,"GSN","소기업",3,2,"경상남도 김해시 주촌면 서부로1499번길 49-57","경상남도 김해시 주촌면 내삼리 1231-9",36.1160005314,128.4811566733,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",104862.629946685,NA,0
"동은볼트",NA,25941,"볼트",NA,"GSN","소기업",3,9,"경상남도 김해시 한림면 용덕리 936-2","경상남도 김해시 한림면 용덕리 936-2",35.8689259003,128.8247081216,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",72518.4918234255,NA,0
"동은정공(주)",NA,31114,"철의장품외",NA,"GSN","소기업",3,17,"경상남도 김해시 생림면 나전리 449","경상남도 김해시 생림면 나전리 449",35.9529614131,128.4055010796,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",90516.2504374215,NA,0
"동인테크(주)",NA,22299,"플라스틱사출품","철판등","GSN","소기업",3,34,"경상남도 김해시 김해대로2611번길 4 (안동)","경상남도 김해시 안동 261-20",36.8629722362,128.5320649206,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",184809.864727596,NA,0
"동일산업",NA,30399,"자동차부품","철재","GSN","소기업",3,3,"경상남도 김해시 삼안로 11-24 (안동)","경상남도 김해시 안동 256-34",35.9814334845,129.1835191917,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",90765.7790094298,NA,0
"동일산업주식회사",NA,22232,"맨홀뚜겅",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로 1124-3","경상남도 김해시 한림면 명동리 1156-20",35.8771826496,128.8303757285,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",73431.6502985902,NA,0
"동일하이텍","김해테크노밸리일반산업단지",29294,"금형",NA,"GSN","소기업",3,12,"경상남도 김해시 진례면 테크노밸리길 170-49","경상남도 김해시 진례면 담안리 244-12",36.1691408027,128.2505618926,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",118197.063677692,NA,0
"동일화성(주)",NA,20501,"폴리에스틸반사섬유",NA,"GSN","소기업",3,40,"경상남도 김해시 진례면 서부로396번길 55","경상남도 김해시 진례면 청천리 408",35.9263890877,128.3040304786,205,"화학섬유 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",92281.70953578,NA,0
"동자기계",NA,29142,"자동차부품","철재","GSN","소기업",3,5,"경상남도 김해시 삼안로52번길 10 (지내동)","경상남도 김해시 지내동 268-19",36.2906496028,128.5688324229,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",121664.030561127,NA,0
"동진ENG",NA,30399,"와이어모타","철판","GSN","소기업",3,6,"경상남도 김해시 주촌면 서부로1541번안길 36","경상남도 김해시 주촌면 내삼리 1002-18",35.9130185928,129.2646967024,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",86772.0566875615,NA,0
"동진기업",NA,31114,"조선기자재",NA,"GSN","소기업",3,7,"경상남도 김해시 한림면 명동로 68","경상남도 김해시 한림면 용덕리 264-1",36.088735898,128.3726103548,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",105463.505860232,NA,0
"동진로프",NA,13921,"로프",NA,"GSN","소기업",3,4,"경상남도 김해시 생림면 마사로 12-36","경상남도 김해시 생림면 생철리 221",36.1126956177,128.3810722622,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",107615.919907403,NA,0
"동진산업","김해진영농공단지",25112,"가르레일, 방음벽 등","자재 등","GSN","소기업",3,3,"경상남도 김해시 진영읍 서부로179번길 61-7","경상남도 김해시 진영읍 죽곡리 8-3",35.9409343093,129.2330901328,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",88326.4912859019,NA,0
"동진정공(주)","김해진영농공단지",30399,"베인펌프,실린더,차량용환풍기","철판","GSN","중기업",2,64,"경상남도 김해시 진영읍 서부로179번길 56","경상남도 김해시 진영읍 죽곡리 10-6",35.7806647931,128.7216357108,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",63519.0971432345,NA,0
"동진정밀",NA,29199,"선박부품","철,비철,기타","GSN","소기업",3,22,"경상남도 김해시 진영읍 서부로38번길 103","경상남도 김해시 진영읍 내룡리 184-1",35.8980419725,128.8853735537,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",75899.334563535,NA,0
"동진정밀3공장",NA,29120,"유공압 펌프",NA,"GSN","소기업",3,6,"경상남도 김해시 진영읍 서부로38번길 103-7","경상남도 김해시 진영읍 내룡리 184-9",36.1013972909,128.3859848275,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",106288.346215788,NA,0
"동진중기정비공업사",NA,29241,"건설기계부품 정비","철강","GSN","소기업",3,20,"경상남도 김해시 김해대로2553번길 74 (어방동, 동진중기정비소)","경상남도 김해시 어방동 1063-2",36.014866542,128.3881889381,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",97402.4235010099,NA,0
"동진테크",NA,31114,"선박구성품",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로216번길 59-16","경상남도 김해시 진례면 송현리 779-1",36.1129853381,128.3903338008,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",107330.26407051,NA,0
"동진통상(주)",NA,38311,"제강용 동설","폐동","GSN","소기업",3,8,"경상남도 김해시 상동면 우계리 1046","경상남도 김해시 상동면 우계리 1046",36.1129853381,128.3903338008,383,"해체, 선별 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업",107330.26407051,NA,0
